Report Date,Summary Indicator,Summary Indicator Value
07/01/2021,Probable Hospitalizations,"1,560"
07/01/2021,Total Deaths,"11,419"
07/01/2021,Confirmed Deaths,"9,638"
07/01/2021,Probable Deaths,"1,781"
07/01/2021,Number_of_Outbreaks,"3,693"
07/01/2021,Number_of_Outbreak_Associated_Cases,"77,450"
07/01/2021,Number_of_PCR_Testing_Encounters,"7,705,422"
07/01/2021,Current 7-Day Percent Positivity,1.6%
07/01/2021,MIS-C Cases,75
07/01/2021,MIS-C Deaths,0
07/02/2021,Total Cases,"680,744"
07/02/2021,New Cases,180
07/02/2021,Confirmed Cases,"529,770"
07/02/2021,Probable Cases,"150,974"
07/02/2021,Total Hospitalizations,"30,565"
07/02/2021,Confirmed Hospitalizations,"29,001"
07/02/2021,Probable Hospitalizations,"1,564"
07/02/2021,Total Deaths,"11,423"
07/02/2021,Confirmed Deaths,"9,642"
07/02/2021,Probable Deaths,"1,781"
07/02/2021,Number_of_Outbreaks,"3,692"
07/02/2021,Number_of_Outbreak_Associated_Cases,"77,432"
07/02/2021,Number_of_PCR_Testing_Encounters,"7,714,052"
07/02/2021,Current 7-Day Percent Positivity,1.8%
07/02/2021,MIS-C Cases,76
07/02/2021,MIS-C Deaths,0
07/03/2021,Total Cases,"680,904"
07/03/2021,New Cases,160
07/03/2021,Confirmed Cases,"529,851"
07/03/2021,Probable Cases,"151,053"
07/03/2021,Total Hospitalizations,"30,628"
07/03/2021,Confirmed Hospitalizations,"29,059"
07/03/2021,Probable Hospitalizations,"1,569"
07/03/2021,Total Deaths,"11,423"
07/03/2021,Confirmed Deaths,"9,644"
07/03/2021,Probable Deaths,"1,779"
07/03/2021,Number_of_Outbreaks,"3,692"
07/03/2021,Number_of_Outbreak_Associated_Cases,"77,366"
07/03/2021,Number_of_PCR_Testing_Encounters,"7,722,697"
07/03/2021,Current 7-Day Percent Positivity,1.8%
07/03/2021,MIS-C Cases,76
07/03/2021,MIS-C Deaths,0
07/04/2021,Total Cases,"681,072"
07/04/2021,New Cases,168
07/04/2021,Confirmed Cases,"529,914"
07/04/2021,Probable Cases,"151,158"
07/04/2021,Total Hospitalizations,"30,633"
07/04/2021,Confirmed Hospitalizations,"29,064"
07/04/2021,Probable Hospitalizations,"1,569"
07/04/2021,Total Deaths,"11,427"
07/04/2021,Confirmed Deaths,"9,647"
07/04/2021,Probable Deaths,"1,780"
07/04/2021,Number_of_Outbreaks,"3,701"
07/04/2021,Number_of_PCR_Testing_Encounters,"7,729,451"
07/04/2021,Number_of_Outbreak_Associated_Cases,"77,394"
07/04/2021,Current 7-Day Percent Positivity,1.8%
07/04/2021,MIS-C Cases,76
07/04/2021,MIS-C Deaths,0
07/05/2021,Total Cases,"681,194"
07/05/2021,New Cases,122
07/05/2021,Confirmed Cases,"530,001"
07/05/2021,Probable Cases,"151,193"
07/05/2021,Total Hospitalizations,"30,639"
07/05/2021,Confirmed Hospitalizations,"29,070"
07/05/2021,Probable Hospitalizations,"1,569"
07/05/2021,Total Deaths,"11,431"
07/05/2021,Confirmed Deaths,"9,651"
07/05/2021,Probable Deaths,"1,780"
07/05/2021,Number_of_Outbreaks,"3,701"
07/05/2021,Number_of_Outbreak_Associated_Cases,"77,397"
07/05/2021,Number_of_PCR_Testing_Encounters,"7,734,957"
07/05/2021,Current 7-Day Percent Positivity,2%
07/05/2021,MIS-C Cases,76
07/05/2021,MIS-C Deaths,0
07/06/2021,Total Cases,"681,326"
07/06/2021,New Cases,132
07/06/2021,Confirmed Cases,"530,151"
07/06/2021,Probable Cases,"151,175"
07/06/2021,Total Hospitalizations,"30,651"
07/06/2021,Confirmed Hospitalizations,"29,083"
07/06/2021,Probable Hospitalizations,"1,568"
07/06/2021,Total Deaths,"11,434"
07/06/2021,Confirmed Deaths,"9,653"
07/06/2021,Probable Deaths,"1,781"
07/06/2021,Number_of_Outbreaks,"3,704"
07/06/2021,Number_of_PCR_Testing_Encounters,"7,739,830"
07/06/2021,Number_of_Outbreak_Associated_Cases,"77,398"
07/06/2021,Current 7-Day Percent Positivity,1.8%
07/06/2021,MIS-C Cases,76
07/06/2021,MIS-C Deaths,0
07/07/2021,Total Cases,"681,599"
07/07/2021,New Cases,273
07/07/2021,Confirmed Cases,"530,298"
07/07/2021,Probable Cases,"151,301"
07/07/2021,Total Hospitalizations,"30,666"
07/07/2021,Confirmed Hospitalizations,"29,095"
07/07/2021,Probable Hospitalizations,"1,571"
07/07/2021,Total Deaths,"11,436"
07/07/2021,Confirmed Deaths,"9,655"
07/07/2021,Probable Deaths,"1,781"
07/07/2021,Number_of_Outbreaks,"3,705"
07/07/2021,Number_of_PCR_Testing_Encounters,"7,747,276"
07/07/2021,Number_of_Outbreak_Associated_Cases,"77,409"
07/07/2021,Current 7-Day Percent Positivity,2%
07/07/2021,MIS-C Cases,76
07/07/2021,MIS-C Deaths,0
07/08/2021,Total Cases,"681,890"
07/08/2021,New Cases,291
07/08/2021,Confirmed Cases,"530,449"
07/08/2021,Probable Cases,"151,441"
07/08/2021,Total Hospitalizations,"30,706"
07/08/2021,Confirmed Hospitalizations,"29,127"
07/08/2021,Probable Hospitalizations,"1,579"
07/08/2021,Total Deaths,"11,441"
07/08/2021,Confirmed Deaths,"9,660"
07/08/2021,Probable Deaths,"1,781"
07/08/2021,Number_of_Outbreaks,"3,717"
07/08/2021,Number_of_PCR_Testing_Encounters,"7,757,042"
07/08/2021,Number_of_Outbreak_Associated_Cases,"77,467"
07/08/2021,Current 7-Day Percent Positivity,2%
07/08/2021,MIS-C Cases,76
07/08/2021,MIS-C Deaths,0
07/09/2021,Total Cases,"682,147"
07/09/2021,New Cases,257
07/09/2021,Confirmed Cases,"530,577"
07/09/2021,Probable Cases,"151,570"
07/09/2021,Total Hospitalizations,"30,737"
07/09/2021,Confirmed Hospitalizations,"29,152"
07/09/2021,Probable Hospitalizations,"1,585"
07/09/2021,Total Deaths,"11,448"
07/09/2021,Confirmed Deaths,"9,664"
07/09/2021,Probable Deaths,"1,784"
07/09/2021,Number_of_Outbreaks,"3,721"
07/09/2021,Number_of_PCR_Testing_Encounters,"7,766,974"
07/09/2021,Number_of_Outbreak_Associated_Cases,"77,525"
07/09/2021,Current 7-Day Percent Positivity,2%
07/09/2021,MIS-C Cases,76
07/09/2021,MIS-C Deaths,0
07/10/2021,Total Cases,"682,433"
07/10/2021,New Cases,286
07/10/2021,Confirmed Cases,"530,751"
07/10/2021,Probable Cases,"151,682"
07/10/2021,Total Hospitalizations,"30,782"
07/10/2021,Confirmed Hospitalizations,"29,192"
07/10/2021,Probable Hospitalizations,"1,590"
07/10/2021,Total Deaths,"11,450"
07/10/2021,Confirmed Deaths,"9,665"
07/10/2021,Probable Deaths,"1,785"
07/10/2021,Number_of_Outbreaks,"3,720"
07/10/2021,Number_of_Outbreak_Associated_Cases,"77,490"
07/10/2021,Number_of_PCR_Testing_Encounters,"7,776,331"
07/10/2021,Current 7-Day Percent Positivity,2.1%
07/10/2021,MIS-C Cases,76
07/10/2021,MIS-C Deaths,0
07/11/2021,Total Cases,"682,673"
07/11/2021,New Cases,240
07/11/2021,Confirmed Cases,"530,886"
07/11/2021,Probable Cases,"151,787"
07/11/2021,Total Hospitalizations,"30,791"
07/11/2021,Confirmed Hospitalizations,"29,200"
07/11/2021,Probable Hospitalizations,"1,591"
07/11/2021,Total Deaths,"11,450"
07/11/2021,Confirmed Deaths,"9,665"
07/11/2021,Probable Deaths,"1,785"
07/11/2021,Number_of_Outbreaks,"3,720"
07/11/2021,Number_of_Outbreak_Associated_Cases,"77,490"
07/11/2021,Number_of_PCR_Testing_Encounters,"7,783,102"
07/11/2021,Current 7-Day Percent Positivity,2.2%
07/11/2021,MIS-C Cases,76
07/11/2021,MIS-C Deaths,0
07/12/2021,Total Cases,"682,856"
07/12/2021,New Cases,183
07/12/2021,Confirmed Cases,"531,009"
07/12/2021,Probable Cases,"151,847"
07/12/2021,Total Hospitalizations,"30,801"
07/12/2021,Confirmed Hospitalizations,"29,210"
07/12/2021,Probable Hospitalizations,"1,591"
07/12/2021,Total Deaths,"11,450"
07/12/2021,Confirmed Deaths,"9,665"
07/12/2021,Probable Deaths,"1,785"
07/12/2021,Number_of_Outbreaks,"3,720"
07/12/2021,Number_of_Outbreak_Associated_Cases,"77,493"
07/12/2021,Number_of_PCR_Testing_Encounters,"7,789,278"
07/12/2021,Current 7-Day Percent Positivity,2.1%
07/12/2021,MIS-C Cases,76
07/12/2021,MIS-C Deaths,0
07/13/2021,Total Cases,"683,202"
07/13/2021,New Cases,346
07/13/2021,Confirmed Cases,"531,311"
07/13/2021,Probable Cases,"151,891"
07/13/2021,Total Hospitalizations,"30,871"
07/13/2021,Confirmed Hospitalizations,"29,277"
07/13/2021,Probable Hospitalizations,"1,594"
07/13/2021,Total Deaths,"11,459"
07/13/2021,Confirmed Deaths,"9,674"
07/13/2021,Probable Deaths,"1,785"
07/13/2021,Number_of_Outbreaks,"3,725"
07/13/2021,Number_of_Outbreak_Associated_Cases,"77,540"
07/13/2021,Number_of_PCR_Testing_Encounters,"7,797,989"
07/13/2021,Current 7-Day Percent Positivity,2.2%
07/13/2021,MIS-C Cases,76
07/13/2021,MIS-C Deaths,0
07/14/2021,Total Cases,"683,614"
07/14/2021,New Cases,412
07/14/2021,Confirmed Cases,"531,519"
07/14/2021,Probable Cases,"152,095"
07/14/2021,Total Hospitalizations,"30,900"
07/14/2021,Confirmed Hospitalizations,"29,307"
07/14/2021,Probable Hospitalizations,"1,593"
07/14/2021,Total Deaths,"11,467"
07/14/2021,Confirmed Deaths,"9,680"
07/14/2021,Probable Deaths,"1,787"
07/14/2021,Number_of_Outbreaks,"3,730"
07/14/2021,Number_of_Outbreak_Associated_Cases,"77,573"
07/14/2021,Number_of_PCR_Testing_Encounters,"7,806,275"
07/14/2021,Current 7-Day Percent Positivity,2.3%
07/14/2021,MIS-C Cases,76
07/14/2021,MIS-C Deaths,0
07/15/2021,Total Cases,"684,054"
07/15/2021,New Cases,440
07/15/2021,Confirmed Cases,"531,765"
07/15/2021,Probable Cases,"152,289"
07/15/2021,Total Hospitalizations,"30,917"
07/15/2021,Confirmed Hospitalizations,"29,319"
07/15/2021,Probable Hospitalizations,"1,598"
07/15/2021,Total Deaths,"11,471"
07/15/2021,Confirmed Deaths,"9,681"
07/15/2021,Probable Deaths,"1,790"
07/15/2021,Number_of_Outbreaks,"3,734"
07/15/2021,Number_of_Outbreak_Associated_Cases,"77,586"
07/15/2021,Number_of_PCR_Testing_Encounters,"7,819,213"
07/15/2021,Current 7-Day Percent Positivity,2.5%
07/15/2021,MIS-C Cases,76
07/15/2021,MIS-C Deaths,0
07/16/2021,Total Cases,"684,499"
07/16/2021,New Cases,445
07/16/2021,Confirmed Cases,"532,034"
07/16/2021,Probable Cases,"152,465"
07/16/2021,Total Hospitalizations,"30,936"
07/16/2021,Confirmed Hospitalizations,"29,332"
07/16/2021,Probable Hospitalizations,"1,604"
07/16/2021,Total Deaths,"11,477"
07/16/2021,Confirmed Deaths,"9,687"
07/16/2021,Probable Deaths,"1,790"
07/16/2021,Number_of_Outbreaks,"3,736"
07/16/2021,Number_of_Outbreak_Associated_Cases,"77,592"
07/16/2021,Number_of_PCR_Testing_Encounters,"7,829,358"
07/16/2021,Current 7-Day Percent Positivity,2.7%
07/16/2021,MIS-C Cases,77
07/16/2021,MIS-C Deaths,0
07/19/2021,Total Cases,"685,485"
07/19/2021,New Cases,275
07/19/2021,Confirmed Cases,"532,603"
07/19/2021,Probable Cases,"152,882"
07/19/2021,Total Hospitalizations,"30,977"
07/19/2021,Confirmed Hospitalizations,"29,369"
07/19/2021,Probable Hospitalizations,"1,608"
07/19/2021,Total Deaths,"11,483"
07/19/2021,Confirmed Deaths,"9,693"
07/19/2021,Probable Deaths,"1,790"
07/19/2021,Number of Outbreaks,"3,736"
07/19/2021,Number of Outbreak Associated Cases,"77,532"
07/19/2021,Number of PCR Testing Encounters,"7,853,439"
07/19/2021,Current 7 day Percent Positivity,2.90%
07/19/2021,MIS-C Cases,77
07/19/2021,MIS-C Death,0
07/18/2021,Total Cases,"685,210"
07/18/2021,New Cases,254
07/18/2021,Confirmed Cases,"532,438"
07/18/2021,Probable Cases,"152,772"
07/18/2021,Total Hospitalizations,"30,967"
07/18/2021,Confirmed Hospitalizations,"29,361"
07/18/2021,Probable Hospitalizations,"1,606"
07/18/2021,Total Deaths,"11,482"
07/18/2021,Confirmed Deaths,"9,692"
07/18/2021,Probable Deaths,"1,790"
07/18/2021,Number of Outbreaks,"3,736"
07/18/2021,Number of Outbreak Associated Cases,"77,532"
07/18/2021,Number of PCR Testing Encounters,"7,847,045"
07/18/2021,Current 7 day Percent Positivity,2.80%
07/18/2021,MIS-C Cases,77
07/18/2021,MIS-C Death,0
07/17/2021,Total Cases,"684,956"
07/17/2021,New Cases,457
07/17/2021,Confirmed Cases,"532,304"
07/17/2021,Probable Cases,"152,652"
07/17/2021,Total Hospitalizations,"30,958"
07/17/2021,Confirmed Hospitalizations,"29,351"
07/17/2021,Probable Hospitalizations,"1,607"
07/17/2021,Total Deaths,"11,482"
07/17/2021,Confirmed Deaths,"9,692"
07/17/2021,Probable Deaths,"1,790"
07/17/2021,Number of Outbreaks,"3,736"
07/17/2021,Number of Outbreak Associated Cases,"77,532"
07/17/2021,Number of PCR Testing Encounters,"7,838,579"
07/17/2021,Current 7 day Percent Positivity,2.70%
07/17/2021,MIS-C Cases,77
07/17/2021,MIS-C Death,0
07/20/2021,Total Cases,"686,206"
07/20/2021,New Cases,721
07/20/2021,Confirmed Cases,"533,160"
07/20/2021,Probable Cases,"153,046"
07/20/2021,Total Hospitalizations,"31,019"
07/20/2021,Confirmed Hospitalizations,"29,405"
07/20/2021,Probable Hospitalizations,"1,614"
07/20/2021,Total Deaths,"11,487"
07/20/2021,Confirmed Deaths,"9,695"
07/20/2021,Probable Deaths,"1,792"
07/20/2021,Number_of_Outbreaks,"3,741"
07/20/2021,Number_of_PCR_Testing_Encounters,"7,863,072"
07/20/2021,Number_of_Outbreak_Associated_Cases,"77,619"
07/20/2021,Current 7-Day Percent Positivity,3%
07/20/2021,MIS-C Cases,77
07/20/2021,MIS-C Deaths,0
07/21/2021,Total Cases,"686,884"
07/21/2021,New Cases,678
07/21/2021,Confirmed Cases,"533,582"
07/21/2021,Probable Cases,"153,302"
07/21/2021,Total Hospitalizations,"31,037"
07/21/2021,Confirmed Hospitalizations,"29,422"
07/21/2021,Probable Hospitalizations,"1,615"
07/21/2021,Total Deaths,"11,491"
07/21/2021,Confirmed Deaths,"9,698"
07/21/2021,Probable Deaths,"1,793"
07/21/2021,Number_of_Outbreaks,"3,747"
07/21/2021,Number_of_PCR_Testing_Encounters,"7,871,591"
07/21/2021,Number_of_Outbreak_Associated_Cases,"77,656"
07/21/2021,Current 7-Day Percent Positivity,3.3%
07/21/2021,MIS-C Cases,77
07/21/2021,MIS-C Deaths,0
07/22/2021,Total Cases,"687,550"
07/22/2021,New Cases,666
07/22/2021,Confirmed Cases,"533,967"
07/22/2021,Probable Cases,"153,583"
07/22/2021,Total Hospitalizations,"31,048"
07/22/2021,Confirmed Hospitalizations,"29,434"
07/22/2021,Probable Hospitalizations,"1,614"
07/22/2021,Total Deaths,"11,493"
07/22/2021,Confirmed Deaths,"9,700"
07/22/2021,Probable Deaths,"1,793"
07/22/2021,Number_of_Outbreaks,"3,749"
07/22/2021,Number_of_PCR_Testing_Encounters,"7,883,168"
07/22/2021,Number_of_Outbreak_Associated_Cases,"77,677"
07/22/2021,Current 7-Day Percent Positivity,3.5%
07/22/2021,MIS-C Cases,77
07/22/2021,MIS-C Deaths,0
07/23/2021,Total Cases,"688,300"
07/23/2021,New Cases,750
07/23/2021,Confirmed Cases,"534,376"
07/23/2021,Probable Cases,"153,924"
07/23/2021,Total Hospitalizations,"31,067"
07/23/2021,Confirmed Hospitalizations,"29,448"
07/23/2021,Probable Hospitalizations,"1,619"
07/23/2021,Total Deaths,"11,500"
07/23/2021,Confirmed Deaths,"9,707"
07/23/2021,Probable Deaths,"1,793"
07/23/2021,Number_of_Outbreaks,"3,760"
07/23/2021,Number_of_PCR_Testing_Encounters,"7,894,656"
07/23/2021,Number_of_Outbreak_Associated_Cases,"77,721"
07/23/2021,Current 7-Day Percent Positivity,3.7%
07/23/2021,MIS-C Cases,77
07/23/2021,MIS-C Deaths,0
